Date,Open,High,Low,Close,Adj Close,Volume
2019-09-30,81.080002,81.610001,81.059998,81.160004,67.681618,615400
2019-10-01,81.370003,81.519997,80.349998,80.650002,67.256325,772700
2019-10-02,80.129997,80.129997,78.680000,78.989998,65.871994,1732000
2019-10-03,78.870003,78.940002,77.970001,78.820000,65.730240,1417900
2019-10-04,79.000000,79.519997,78.570000,79.500000,66.297310,891100
2019-10-07,79.309998,79.709999,79.290001,79.300003,66.130531,1832800
2019-10-08,78.849998,79.000000,78.309998,78.419998,65.396660,1041800
2019-10-09,78.989998,79.360001,78.449997,79.139999,65.997093,853000
2019-10-10,79.050003,80.029999,78.970001,79.559998,66.347343,823200
2019-10-11,80.330002,81.220001,80.330002,80.559998,67.181259,4100700
2019-10-14,80.570000,80.919998,80.419998,80.599998,67.214638,547900
2019-10-15,80.940002,81.449997,80.610001,81.029999,67.573212,802100
2019-10-16,81.000000,81.290001,80.889999,80.949997,67.506500,700900
2019-10-17,81.250000,81.500000,80.879997,81.099998,67.631577,2180500
2019-10-18,81.389999,81.750000,81.000000,81.480003,67.948479,1178600
2019-10-21,81.650002,82.500000,81.650002,82.269997,68.607285,865100
2019-10-22,82.339996,82.580002,81.900002,81.930000,68.323746,857000
2019-10-23,80.989998,81.360001,80.919998,81.360001,68.519142,645100
2019-10-24,81.400002,81.489998,80.660004,80.959999,68.182281,1893500
2019-10-25,80.879997,81.349998,80.790001,81.220001,68.401215,604100
2019-10-28,81.470001,81.639999,81.139999,81.169998,68.359116,523300
2019-10-29,80.839996,81.320000,80.709999,80.910004,68.140152,721900
2019-10-30,80.809998,80.959999,80.400002,80.949997,68.173843,610500
2019-10-31,80.760002,81.150002,80.279999,80.660004,67.929626,694900
2019-11-01,80.879997,81.169998,80.690002,81.150002,68.342278,465700
2019-11-04,81.440002,82.010002,81.360001,81.820000,68.906532,1311600
2019-11-05,81.820000,82.269997,81.730003,82.029999,69.083389,1149200
2019-11-06,81.919998,82.129997,81.690002,82.000000,69.058128,615000
2019-11-07,82.080002,82.489998,82.080002,82.260002,69.277092,503100
